id	iast	burmese	es	en	flag
78581	tirīṭaka	(၁) တောက်ရပ်ပင်။ «S1» (၂) တောက်ရပ်-ခေါက်-ခွံ။ (န) (၃) လျှော်တေ၊ (က) သစ်-ခေါက်-ခွံ-ဖြင့်ပြီးသော အဝတ်အထည်။ (ခ) တောက်ရပ်-ခေါက်-ခွံဖြင့်ပြီးသော အဝတ်အထည်။ «S2» (ဂ) ဘုဇပတ် (စလူ) ခေါက်-စသည်ဖြင့် ပြီးသော အဝတ်အထည်။ (၄) မကိုဋ်၊ သရဖူ။ «S3»	(1) árbol ‹တောက်ရပ်› (¿Symplocos racemosa?). Véase [[tirīṭakarukkhatacavattha]]. (2) corteza / cáscara / piel del ‹တောက်ရပ်›. (neutro) (3) ‹လျှော်တေ› (prenda de corteza); (a) tela hecha de corteza / cáscara / piel de árbol. (b) tela hecha de corteza / cáscara / piel del ‹တောက်ရပ်›. Véase [[tirīṭakarukkhatacavattha]]. (c) tela hecha de corteza de *bhujapat* (‹စလူ›, ¿abedul?) y demás. (4) diadema; corona. Véase [[tirīṭa]] (5).	(1) the ‹တောက်ရပ်› tree (Symplocos racemosa?). See [[tirīṭakarukkhatacavattha]]. (2) bark / rind / skin of the ‹တောက်ရပ်›. (neuter) (3) ‹လျှော်တေ› (bark garment); (a) cloth made of tree bark / rind / skin. (b) cloth made of ‹တောက်ရပ်› bark / rind / skin. See [[tirīṭakarukkhatacavattha]]. (c) cloth made of the bark of *bhujapat* (‹စလူ›, birch?) and so on. (4) diadem; crown. See [[tirīṭa]] (5).	tree တောက်ရပ် tentatively Symplocos racemosa; လျှော်တေ tentatively 'bark garment'; ဘုဇပတ် (စလူ) tentatively birch (bhūrja).
78582	tiriṭaka	(၁) တောက်ရပ်ပင်။ «S1» (၂) တောက်ရပ်-ခေါက်-ခွံ။ (န) (၃) လျှော်တေ၊ (က) သစ်-ခေါက်-ခွံ-ဖြင့်ပြီးသော အဝတ်အထည်။ (ခ) တောက်ရပ်-ခေါက်-ခွံဖြင့်ပြီးသော အဝတ်အထည်။ «S2» (ဂ) ဘုဇပတ် (စလူ) ခေါက်-စသည်ဖြင့် ပြီးသော အဝတ်အထည်။ (၄) မကိုဋ်၊ သရဖူ။ «S3»	(1) árbol ‹တောက်ရပ်› (¿Symplocos racemosa?). Véase [[tirīṭakarukkhatacavattha]]. (2) corteza / cáscara / piel del ‹တောက်ရပ်›. (neutro) (3) ‹လျှော်တေ› (prenda de corteza); (a) tela hecha de corteza / cáscara / piel de árbol. (b) tela hecha de corteza / cáscara / piel del ‹တောက်ရပ်›. Véase [[tirīṭakarukkhatacavattha]]. (c) tela hecha de corteza de *bhujapat* (‹စလူ›, ¿abedul?) y demás. (4) diadema; corona. Véase [[tirīṭa]] (5).	(1) the ‹တောက်ရပ်› tree (Symplocos racemosa?). See [[tirīṭakarukkhatacavattha]]. (2) bark / rind / skin of the ‹တောက်ရပ်›. (neuter) (3) ‹လျှော်တေ› (bark garment); (a) cloth made of tree bark / rind / skin. (b) cloth made of ‹တောက်ရပ်› bark / rind / skin. See [[tirīṭakarukkhatacavattha]]. (c) cloth made of the bark of *bhujapat* (‹စလူ›, birch?) and so on. (4) diadem; crown. See [[tirīṭa]] (5).	tree တောက်ရပ် tentatively Symplocos racemosa; လျှော်တေ tentatively 'bark garment'; ဘုဇပတ် (စလူ) tentatively birch (bhūrja).
78583	tirīṭakarukkhatacavattha	တောက်ရပ်ပင်၏ အခေါက်ဖြင့်ပြီးသော အဝတ်အထည်၊ တောက်ရပ်လျှော်တေ။ «S1»	tela hecha de la corteza del árbol ‹တောက်ရပ်›; ‹လျှော်တေ› de ‹တောက်ရပ်›. Véase [[tirīṭa]] (3).	cloth made of the bark of the ‹တောက်ရပ်› tree; ‹တောက်ရပ်› ‹လျှော်တေ›. See [[tirīṭa]] (3).	tree တောက်ရပ် tentatively Symplocos racemosa; လျှော်တေ tentatively 'bark garment'.
78589	tirīṭavatthanivattha	တိရီဋ-အမည်ရှိသော-နတ်ဝတ်ပုဆိုး-လျှော်တေ-ကို ဝတ်ဆင်သော၊ သူ။ «S1»	que viste el vestido de *deva* / ‹လျှော်တေ› llamado *tirīṭa* (dicho de una persona). Véase [[tirīṭī]].	wearing the *deva* garment / ‹လျှော်တေ› named *tirīṭa* (said of a person). See [[tirīṭī]].	လျှော်တေ tentatively a bark garment; left in Burmese.
78590	tirīṭi	(၁) ပုစဉ်းကြီး၊ ပုစဉ်းရင်ကွဲ၊ ဒော်ရင်းကောင်။ မူရင်းကြည့်ပါ။	(1) cigarra grande; ‹ပုစဉ်းရင်ကွဲ›; ‹ဒော်ရင်းကောင်›. véase el original.	(1) large cicada; ‹ပုစဉ်းရင်ကွဲ›; ‹ဒော်ရင်းကောင်›. see the original.	editor's note 'see the original'; insects ပုစဉ်းကြီး (tentatively large cicada), ပုစဉ်းရင်ကွဲ, ဒော်ရင်းကောင် not identified with confidence; only sense (1) given.
78591	tiriṭi	(၁) ပုစဉ်းကြီး၊ ပုစဉ်းရင်ကွဲ၊ ဒော်ရင်းကောင်။ မူရင်းကြည့်ပါ။	(1) cigarra grande; ‹ပုစဉ်းရင်ကွဲ›; ‹ဒော်ရင်းကောင်›. véase el original.	(1) large cicada; ‹ပုစဉ်းရင်ကွဲ›; ‹ဒော်ရင်းကောင်›. see the original.	editor's note 'see the original'; insects ပုစဉ်းကြီး (tentatively large cicada), ပုစဉ်းရင်ကွဲ, ဒော်ရင်းကောင် not identified with confidence; only sense (1) given.
78592	tirīṭisaṅgha	ပုစဉ်းကြီး-ပုစဉ်းရင်ကွဲ-ဒော်ရင်းကောင်-တို့၏အပေါင်း။	conjunto de cigarras grandes / ‹ပုစဉ်းရင်ကွဲ› / ‹ဒော်ရင်းကောင်›.	swarm of large cicadas / ‹ပုစဉ်းရင်ကွဲ› / ‹ဒော်ရင်းကောင်›.	insects not identified with confidence (ပုစဉ်းကြီး tentatively large cicada).
78593	tiriṭisaṅgha	ပုစဉ်းကြီး-ပုစဉ်းရင်ကွဲ-ဒော်ရင်းကောင်-တို့၏အပေါင်း။	conjunto de cigarras grandes / ‹ပုစဉ်းရင်ကွဲ› / ‹ဒော်ရင်းကောင်›.	swarm of large cicadas / ‹ပုစဉ်းရင်ကွဲ› / ‹ဒော်ရင်းကောင်›.	insects not identified with confidence (ပုစဉ်းကြီး tentatively large cicada).
78594	tirīṭī	တိရီဋ-အမည်ရှိသော လျှော်တေအဝတ်ကို ဝတ်သော၊ သူ၊ နတ်ဝတ်ပုဆိုးရှိသူ။	que viste la prenda ‹လျှော်တေ› llamada *tirīṭa* (dicho de una persona); el que tiene vestido de *deva*.	wearing the ‹လျှော်တေ› garment named *tirīṭa* (said of a person); one who has a *deva* garment.	လျှော်တေ tentatively a bark garment; left in Burmese.
78595	tirītara	တိရီတရ-အမည်ရှိသော (ဒမိဠ 'တမိလ်'မင်း)။ မူရင်းကြည့်ပါ။	(rey *damil̤a* 'tamil') llamado *tirītara*. véase el original.	(*damil̤a* 'Tamil' king) named *tirītara*. see the original.	editor's note 'see the original'.
78596	tiro	(၁) ဖီလာ၊ ကန့်လန့်။ «S1» (၂) ပိတ်ဆီး-ခြားကွယ်-သော။ «S2» (၃) အတွင်း။ «S3» (၄) အပြင်အပအရပ်၊ ပြင်ဖက်၊ တစ်ဖက်၊ တစ်ဖက်သော အဖို့၊ ဟိုမှာဖက်အရပ်။ တိရောကုဋ္ဋ,့ တိရောနဂ,တိရောပါကာရ-တို့ကြည့်။ (၅) တစ်ပါး-တစ်ခြား-သော။ «S4»	(1) de través; atravesado. Véase también [[tirokaraṇī]]. (2) que cierra el paso / oculta. Véase también [[tiroṭṭhita]]. (3) interior. Véanse [[tirokucchigata]], [[tirovanasaṇḍagata]]. (4) el lugar de fuera; el lado de fuera; el otro lado; la parte del otro lado; el lugar de más allá. véanse *tirokuṭṭa*, *tironaga*, *tiropākāra*. (5) otro / distinto. Véanse [[tirogāma]], [[tiroraṭṭha]].	(1) across; transverse. See also [[tirokaraṇī]]. (2) blocking / concealing. See also [[tiroṭṭhita]]. (3) inside. See [[tirokucchigata]], [[tirovanasaṇḍagata]]. (4) the place outside; the outer side; the other side; the part on the other side; the place over there. see *tirokuṭṭa*, *tironaga*, *tiropākāra*. (5) other / different. See [[tirogāma]], [[tiroraṭṭha]].	(4) cross-reference list left unconverted in the source (not a placeholder); 'တိရောကုဋ္ဋ,့' has a stray dot below.
78621	tirocchada	(ဖုံးကွယ်ကြောင်းဖြစ်သော) တံတိုင်း၏ ထိုမှာဖက်၌-ဖြစ်-ပေါက်-သော၊	que se da / brota al otro lado del muro (que sirve para ocultar).	arising / sprouting on the far side of the wall (that serves to conceal).	definition ends with ၊ in the source; possibly truncated.
78646	tilaka	(၁) နှမ်းစေ့သဏ္ဌာန်ရှိသော၊ (က) မှန်ကူပြောက်။ «S1» (ခ) မှဲ့၊ ညှင်း၊ ဝက်ခြံ=ဝက်ခြင် (အမဲ။ ကျော်အောင်၊ ဓာန်။ သျ။ လူတို့ပါးပြင်-စသည်၌ ပေါက်တတ်သော မှဲ့ 'မှဲ့မည်း'။ တောင်ပေါက်၊ ဓာန်။ သျ)။ (ဂ) အမဲကွက်၊ အမဲပြောက်။ «S2» (၂) မှဲ့နှင့်တူသော၊ (က) မိစ္ဆာဝိတက်-စသော ငယ်သောအပြစ်။ (ခ) အဆစ်သဏ္ဌာန်ရှိသော-အဖု-အပိမ့်။ (၃) ပြည့်စင်ပင်။ (၄) တန်းဆာ။ «S3» (၅) နှမ်းစေ့။ (န) (၆) ဆားပုပ်။	(1) que tiene forma de semilla de sésamo; (a) peca. Véase también [[tilakākati]]. (b) lunar; mancha de la piel (‹ညှင်း›); espinilla (lunar que suele brotar en las mejillas y demás de las personas, 'lunar negro'). (c) mancha negra; punto negro. Véase también [[tilakāhata]]. (2) semejante a un lunar; (a) falta pequeña, como *micchāvitakka* y demás. (b) bulto / protuberancia con forma de articulación. (3) árbol ‹ပြည့်စင်›. (4) adorno. Véase [[tilakākati]]. (5) semilla de sésamo. (neutro) (6) ‹ဆားပုပ်› (¿sal negra?).	(1) having the shape of a sesame seed; (a) freckle. See also [[tilakākati]]. (b) mole; skin blemish (‹ညှင်း›); pimple (a mole that tends to break out on people's cheeks and so on, 'black mole'). (c) black patch; black spot. See also [[tilakāhata]]. (2) resembling a mole; (a) a small fault, such as *micchāvitakka* and so on. (b) a lump / swelling shaped like a joint. (3) the ‹ပြည့်စင်› tree. (4) ornament. See [[tilakākati]]. (5) sesame seed. (neuter) (6) ‹ဆားပုပ်› (black salt?).	(1)(b) the bracket mixes source citations (အမဲ, ကျော်အောင်, ဓာန်, သျ, တောင်ပေါက်) with a gloss; citations dropped, only the gloss translated; ဝက်ခြံ=ဝက်ခြင် spelling note dropped. မှန်ကူပြောက် read as 'freckle'; tree ပြည့်စင် not identified; ဆားပုပ် tentatively black salt.
78648	tilakamālābharaṇa	မှန်ကူပြောက်ကဲ့သို့ ကျောက်တို့ဖြင့် ခြယ်စီအပ်သော ရွှေပန်းကုံးတန်းဆာ။	adorno de guirnalda de oro engastado con piedras a modo de pecas.	a gold-garland ornament set with stones like freckles.	မှန်ကူပြောက် read as 'freckles'.
78650	tilakarukkha	ပြည့်စင်ပင်။ «S1»	árbol ‹ပြည့်စင်›. Véase [[tilaka]] (3).	the ‹ပြည့်စင်› tree. See [[tilaka]] (3).	tree ပြည့်စင် not identified; left in Burmese.
78665	tilakkhaṇasamannāgata	၃-ပါးသော ဝိနည်းဓိုရ် အင်္ဂါ 'လက္ခဏာ'နှင့်-ကောင်းစွာ လျော်စွာယှဉ်-ပြည့်စုံ-သော (ဝိနည်းဓိုရ်ပုဂ္ဂိုလ်)။ မူရင်းကြည့်ပါ။	(persona *vinayadhara*) bien / convenientemente asociada / dotada de los 3 factores '*lakkhaṇā*' del *vinayadhara*. véase el original.	(a *vinayadhara* person) well / fittingly associated / endowed with the 3 factors '*lakkhaṇā*' of a *vinayadhara*. see the original.	editor's note 'see the original'.
78668	tilakkhaṇasampanna	၃-ပါးသော မှတ်ကြောင်း 'လက္ခဏာ'နှင့်ပြည့်စုံသော၊ (က) ဝိနည်းဓိုရ်ပုဂ္ဂိုလ်။ ယင်း-၏ လက္ခဏာကို။ «S1» (ခ) ဈာန်,ဝိပဿနာ,မဂ်။ (၂) စိတ်၏ လီန-ဥဒ္ဓစ္စကင်းသော အပ္ပနာသမာဓိ 'သမထနိမိတ်'ကို ရခြင်း,(၃) စိတ်၏ အပ္ပနာအာရုံ၌-ပြေးဝင်ခြင်း-ကပ်၍တည်ခြင်းအားဖြင့် ၃-ပါး။ မူရင်းကြည့်ပါ။	dotado de las 3 marcas '*lakkhaṇā*'; (a) persona *vinayadhara*. su *lakkhaṇā*. Véase [[tilakkhaṇāsamannāgata]]. (b) *jhāna*, *vipassanā*, *magga*. (2) el obtener la *appanāsamādhi* '*samathanimitta*' libre de *līna* / *uddhacca* de la mente, (3) el correr hacia / asentarse aplicándose la mente al objeto de *appanā*: 3 por estos. véase el original.	endowed with the 3 marks '*lakkhaṇā*'; (a) a *vinayadhara* person. its *lakkhaṇā*. See [[tilakkhaṇāsamannāgata]]. (b) *jhāna*, *vipassanā*, *magga*. (2) the obtaining of *appanāsamādhi* '*samathanimitta*' free of mental *līna* / *uddhacca*, (3) the running into / settling close upon the object of *appanā* by the mind: 3 by these. see the original.	editor's note 'see the original'; the article is garbled: 'ယင်း-၏ လက္ခဏာကို' is a fragment, (1) is missing its number and sense (1) of the list of 3 is lost.
78698	tilabīja	(၁) မှော်သေး၊ မှော်ညှင်း။ (၂) နှမ်စေ့။ «S1»	(1) ‹မှော်သေး›; ‹မှော်ညှင်း›. (2) semilla de sésamo. Véase también [[tilaphala]].	(1) ‹မှော်သေး›; ‹မှော်ညှင်း›. (2) sesame seed. See also [[tilaphala]].	(1) မှော်သေး, မှော်ညှင်း not identified (some tiny seed or moss-like plant); left in Burmese.
78699	tilabījaka	နှမ်းစေ့အတိုင်းအရှည်ရှိသော (မှော်သေး,မှော်ညှင်း-စသည်)။	que tiene la medida de una semilla de sésamo (‹မှော်သေး›, ‹မှော်ညှင်း› y demás).	having the measure of a sesame seed (‹မှော်သေး›, ‹မှော်ညှင်း› and so on).	မှော်သေး, မှော်ညှင်း not identified; left in Burmese.
78710	tilasaṁgul̤ikā	နှမ်းနှင့်ရောသော-သကာမုံ့-တင်လဲမုံ့-နှမ်းပျစ်မုံ့။	dulce de azúcar / ‹တင်လဲမုံ့› / turrón de sésamo, mezclado con sésamo.	jaggery cake / ‹တင်လဲမုံ့› / sesame brittle, mixed with sesame.	တင်လဲမုံ့ (a kind of sweet) not identified; left in Burmese.
78711	tilasaṅgulikā	နှမ်းနှင့်ရောသော-သကာမုံ့-တင်လဲမုံ့-နှမ်းပျစ်မုံ့။	dulce de azúcar / ‹တင်လဲမုံ့› / turrón de sésamo, mezclado con sésamo.	jaggery cake / ‹တင်လဲမုံ့› / sesame brittle, mixed with sesame.	တင်လဲမုံ့ (a kind of sweet) not identified; left in Burmese.
78714	tilasakkhalikā	နှမ်းနှင့်ရောသော-သကာမုံ့-တင်လဲမုံ့၊ နှမ်းပျစ်မုံ့။ «S1»	dulce de azúcar / ‹တင်လဲမုံ့›, mezclado con sésamo; turrón de sésamo. Véase también [[tilasaṁgul̤ikā]].	jaggery cake / ‹တင်လဲမုံ့›, mixed with sesame; sesame brittle. See also [[tilasaṁgul̤ikā]].	တင်လဲမုံ့ (a kind of sweet) not identified; left in Burmese.
78718	tiliccha	ငန်းကျွဲ (ဓာန်၊ ဋီ။ ကျော် အောင်၊ ဓာန်၊ သျ)၊ စပါးအုံး (အဘယာ၊ ဓာန်၊ သျ)၊ မြွေပွေး (တောင်ပေါက်၊ ဓာန်၊ သျ)၊ စပါးကြီး (ထောမ)။	‹ငန်းကျွဲ›; ‹စပါးအုံး›; víbora de Russell; pitón.	‹ငန်းကျွဲ›; ‹စပါးအုံး›; Russell's viper; python.	snakes ငန်းကျွဲ and စပါးအုံး not identified with confidence (left in Burmese); မြွေပွေး read as Russell's viper, စပါးကြီး as python; bracketed source citations dropped.
78719	tiloka	၃-ပါးသော ကောလ၊ (က) (သတ္တ,သင်္ခါရ,ဩကာသ-အားဖြင့်) လောက ၃-ပါး။ (ခ) (ကာမ,ရူပ,အရူပ-အားဖြင့်) ဩကာသ-လောက ၃-ပါး။ (ဂ) (ကာမ,ရူပ,အရူပ-ဘုံသားအားဖြင့်) သတ္တလောက ၃-ပါး။ «S1»	3 *kola*; (a) 3 *loka* (por *satta*, *saṅkhāra*, *okāsa*). (b) 3 *okāsaloka* (por *kāma*, *rūpa*, *arūpa*). (c) 3 *sattaloka* (por los seres de los *bhūmi* *kāma*, *rūpa*, *arūpa*). Véase también [[tilokagaru]].	3 *kola*; (a) 3 *loka* (by way of *satta*, *saṅkhāra*, *okāsa*). (b) 3 *okāsaloka* (by way of *kāma*, *rūpa*, *arūpa*). (c) 3 *sattaloka* (by way of the beings of the *kāma*, *rūpa*, *arūpa* *bhūmi*). See also [[tilokagaru]].	'၃-ပါးသော ကောလ' is probably a misprint for လောက; kept as printed.
78723	tilokatilaka	၃-ပါးသော သတ္တလောက၏-မှန်ကူ-တန်းဆာ-သဖွယ်ဖြစ်သော (ဘုရား)၊ ၃-လောကမှန်ကူ သယမ္ဘူမြတ်ဘုရား။	(Buddha) que es como la peca / el adorno del triple *sattaloka*; el excelso Buddha *sayambhū*, peca de los 3 *loka*.	(the Buddha) who is like the beauty-mark / ornament of the threefold *sattaloka*; the excellent Buddha *sayambhū*, beauty-mark of the 3 *loka*.	မှန်ကူ here the tilaka mark; rendered peca / beauty-mark.
78725	tilokamalla	တိလောကမလ္လ-အမည်ရှိသော (မင်းသား)။ မူရင်းကြည့်ပါ။	(príncipe) llamado *tilokamalla*. véase el original.	(prince) named *tilokamalla*. see the original.	editor's note 'see the original'.
78730	tilokasundarī	တိလောကသုန္ဒရီ-အမည်ရှိသော	llamada *tilokasundarī*.	named *tilokasundarī*.	definition breaks off after 'named …' with no noun and no ။; truncated in the source.
78737	tivaggasaṅgaha	(က) ၃-ပါးသော ဝဂ် (သုတ်အပေါင်း) တို့ဖြင့် ရေတွက်ခြင်းရှိသော။ (ခ) ၃-ပါးသော ဝဂ် (သုတ်အပေါင်း)တို့ဖြင့် ရေတွက်အပ်သော။ မအူ၊ ပါရာ၊ သျ-ကြည့်ပါ။ (ဂ) ၃-ပါးသော ဝဂ် (သုတ်အပေါင်း)ကို ရေတွက်ခြင်းရှိသော။ မအူ၊ ပါရာ၊ သျ-ကြည့်ပါ။	(a) que tiene el cómputo por 3 *vagga* (conjuntos de suttas). (b) contado por 3 *vagga* (conjuntos de suttas). (c) que tiene el cómputo de 3 *vagga* (conjuntos de suttas).	(a) having a count by 3 *vagga* (sets of suttas). (b) counted by 3 *vagga* (sets of suttas). (c) having the count of 3 *vagga* (sets of suttas).	two 'see' notes pointing to source citations (မအူ၊ ပါရာ၊ သျ) dropped as citation references.
78777	tividhabuddhakkhetta	၃-ပါးအပြားရှိသော ဗုဒ္ဓခေတ်၊ ဘုရားရှင်တို့၏ ၃-ပါးအပြားရှိသော အာနုဘော်ပျံ့နှံ့ရာနယ်ပယ်။ မူရင်းကြည့်ပါ။	*buddhakkhetta* de 3 clases; el ámbito de 3 clases por el que se difunde el poder de los Buddhas. véase el original.	*buddhakkhetta* of 3 kinds; the 3 kinds of field over which the power of the Buddhas spreads. see the original.	editor's note 'see the original'.
78790	tivutā	ကြံဟင်းဖြူပင်။	planta ‹ကြံဟင်းဖြူ› (¿turbit, Operculina turpethum?).	the ‹ကြံဟင်းဖြူ› plant (turpeth, Operculina turpethum?).	plant ကြံဟင်းဖြူ tentatively identified as turpeth.
78791	tivutālatā	ကြံဟင်းဖြူနွယ်။ «S1»	enredadera ‹ကြံဟင်းဖြူ› (¿turbit, Operculina turpethum?). Véase [[caturassavalli]].	the ‹ကြံဟင်းဖြူ› creeper (turpeth, Operculina turpethum?). See [[caturassavalli]].	plant ကြံဟင်းဖြူ tentatively identified as turpeth.
78804	tisandhi	(၁) ၃-ပါးသော-အဆက်-အစပ်၊ အဆက်-အစပ်-၃-ပါး။ မူရင်းကြည့်ပါ။	(1) 3 junturas / conexiones; junturas / conexiones en número de 3. véase el original.	(1) 3 junctions / connections; junctions / connections 3 in number. see the original.	editor's note 'see the original'.
78812	tisampadāsampanna	၃-ပါးသော အကျိုးပြီးကြောင်းနှင့် ပြည့်စုံသော၊ သူ။ မူရင်းကြည့်ပါ။	dotado de 3 medios de lograr fruto (dicho de una persona). véase el original.	endowed with 3 means of accomplishing results (said of a person). see the original.	editor's note 'see the original'.
78816	tisassasampādanaka	၃-သီးသောကောက်ကို ပြီးစေတတ်သော (တစ်ဖက်ဆည်ကန်-စသည်)။	que suele producir 3 cosechas de grano (embalse de un solo lado y demás).	apt to produce 3 crops of grain (a tank dammed on one side and so on).	တစ်ဖက်ဆည်ကန် read as a tank or reservoir dammed on one side; uncertain.
78820	tisahassimahāsahassilokadhātu	တိသဟဿိ မဟာသဟဿိ လောကဓာတ်၊ စကြာဝဠာ ကုဋေ ၁-သိမ်း၊ ၁-ထောင်တည်၍ ၁-ထောင်စီဖြင့် ၃-ကြိမ် မြှောက်ပွါးရေတွက်အပ်သော စကြာဝဠာလောကဓာတ်။ မူရင်းကြည့်ပါ။	el *lokadhātu* *tisahassi* *mahāsahassi*; 1 *koṭi* de *cakkavāḷa* ‹၁-သိမ်း›; el *lokadhātu* de *cakkavāḷa* contado multiplicando 3 veces por 1000 cada vez, empezando por 1000. véase el original.	the *tisahassi* *mahāsahassi* *lokadhātu*; 1 *koṭi* of *cakkavāḷa* ‹၁-သိမ်း›; the *cakkavāḷa* *lokadhātu* counted by multiplying 3 times by 1000 each, starting from 1000. see the original.	editor's note 'see the original'; '၁-သိမ်း' is probably a misprint for ၁-သိန်း (100,000), as in the next entry ('100,000 koṭi of world-systems'); left in Burmese.
78830	tissatalāka	တိဿ-အမည်ရှိသော၊ တစ်ဖက်-ဆည်ကန်-ဆည်။	llamado *tissa*; embalse (de un solo lado) / presa.	named *tissa*; tank (dammed on one side) / dam.	တစ်ဖက်-ဆည်ကန်-ဆည် read as 'tank dammed on one side / dam'; uncertain.
78831	tissatal̤āka	တိဿ-အမည်ရှိသော၊ တစ်ဖက်-ဆည်ကန်-ဆည်။	llamado *tissa*; embalse (de un solo lado) / presa.	named *tissa*; tank (dammed on one side) / dam.	တစ်ဖက်-ဆည်ကန်-ဆည် read as 'tank dammed on one side / dam'; uncertain.
78834	tissabhūtitthera	တိဿဘူတိ-အမည်ရှိသော ထေရ်။ မူရင်းကြည့်ပါ။	*thera* llamado *tissabhūti*. véase el original.	the *thera* named *tissabhūti*. see the original.	editor's note 'see the original'.
78835	tissamahāgāma	တိဿမည်သော ရွာကြီး။ မူရင်းကြည့်ပါ။	gran aldea llamada *tissa*. véase el original.	the great village named *tissa*. see the original.	editor's note 'see the original'.
78842	tissametteyyasutta	တိဿမေတ္တေယျသုတ်၊ တိဿ-အမည်ရှိသူနှင့် တိဿမေတ္တေယျ-အမည်ရှိသူမိတ်ဆွေ ၂-ဦးတို့ဘုရားရှင်အထံ၌ ရဟန်းပြုကြရာ တိဿမေတ္တေယျ-သည် ရဟန်းတရားပွါးများစေ၍ မကြာမြင့်မီ ရဟန်းကိစ္စပြီး၏။	el sutta *tissametteyya*; cuando los 2 amigos, el llamado *tissa* y el llamado *tissametteyya*, se ordenaron junto al Buddha, *tissametteyya*, cultivando la práctica del monje, completó en poco tiempo la tarea del monje.	the *tissametteyya* sutta; when the 2 friends, the one named *tissa* and the one named *tissametteyya*, went forth under the Buddha, *tissametteyya*, developing the monk's practice, soon completed the monk's task.	the article narrates the story but never says what the sutta teaches; possibly truncated.
78843	tissarakkhā	တိဿရက္ခာအမည်ရှိသော (မိဖုရား)။ မူရင်းကြည့်ပါ။	(reina) llamada *tissarakkhā*. véase el original.	(queen) named *tissarakkhā*. see the original.	editor's note 'see the original'.
78849	tihatthappamāṇavitthāra	၃-တောင်-အတိုင်းအရှည်ရှိသော-အကျယ်-အချင်း-ရှိသော (ရွှေဖျဉ်းအိုး-စသည်)။ «S1»	que tiene una anchura / un diámetro con la medida de 3 codos (vasija de oro y demás). Véase [[tihatthavikkhambha]].	having a breadth / diameter measuring 3 cubits (a gold vessel and so on). See [[tihatthavikkhambha]].	ရွှေဖျဉ်းအိုး rendered 'gold vessel'; ဖျဉ်း uncertain.
78850	tihatthavikkhambha	၃-တောင်-အတိုင်းအရှည်ရှိသော-အကျယ်-အချင်း-ရှိသော၊ အကျယ်-အချင်း-၃-တောင်ရှိသော (ရွှေဖျဉ်းအိုး-စသည်)။	que tiene una anchura / un diámetro con la medida de 3 codos; que tiene 3 codos de anchura / diámetro (vasija de oro y demás).	having a breadth / diameter measuring 3 cubits; 3 cubits in breadth / diameter (a gold vessel and so on).	ရွှေဖျဉ်းအိုး rendered 'gold vessel'; ဖျဉ်း uncertain.
78854	tihetukagabbhaseyyaka	(အလောဘ,အဒေါသ,အဒေါသ,အမောဟ) ဟိတ် ၃ပါးရှိသည်ဖြစ်၍ အမိဝမ်း၌ ကိန်းသော၊ သူ။	que reside en el vientre materno teniendo los 3 *hetu* (*alobha*, *adosa*, *adosa*, *amoha*) (dicho de una persona).	lying in the mother's womb possessed of the 3 *hetu* (*alobha*, *adosa*, *adosa*, *amoha*) (said of a person).	the source lists အဒေါသ twice among the 3 hetu; kept as printed.
78862	tīṇuppalamāliya	ကြာပန်း ၃-ပွင့်ကို ပေးလှူခဲ့ထူး၍ တီဏုပ္ပလမာလိယ-အမည်ရှိသော (ထေရ်)၊ (က) ဝိပဿီမြတ်စွာဘုရားအား ကြာပန်း ၃-ပွင့် တင်လှူပူဇော်ခဲ့ဖူးသောထေရ်။ (ခ) ဖုဿမြတ်စွာဘုရားအား ကြာပန်း ၃-ပွင့်တင်လှူခဲ့ဖူးသော ထေရ်။ မူရင်းကြည့်ပါ။	(*thera*) llamado *tīṇuppalamāliya* por haber ofrecido 3 flores de loto; (a) el *thera* que ofreció y veneró con 3 flores de loto al excelso Buddha *vipassī*. (b) el *thera* que ofreció 3 flores de loto al excelso Buddha *phussa*. véase el original.	(the *thera*) named *tīṇuppalamāliya* for having offered 3 lotus flowers; (a) the *thera* who offered and honoured the excellent Buddha *vipassī* with 3 lotus flowers. (b) the *thera* who offered 3 lotus flowers to the excellent Buddha *phussa*. see the original.	editor's note 'see the original'.
78879	tīradassana	နိဗ္ဗာန်ဟူသော သံဥရာ၏-အဆုံး-ဟိုဖက်ကမ်း-ကို မြင်တော်မူသော (ဘုရား)။	(Buddha) que ha visto el final / la otra orilla del *saṃsāra*, que es Nibbāna.	(the Buddha) who has seen the end / far shore of *saṃsāra*, which is Nibbāna.	source spells သံဥရာ, read as သံသရာ (saṃsāra).
78883	tīrantaruhavātīra	အဆုံးအပိုင်းအခြားမထင်များသော ကမ်းနားသစ်ပင်။	árboles de la ribera, numerosos, cuyo final / límite no se ve.	riverside trees, many, whose end / limit is not visible.	'အဆုံးအပိုင်းအခြားမထင်များသော' unclear; read as 'many, their limit not visible'.
